	Processed	Execution-Time	Reported-Processing-Time	Correctly-Processed	Correctly-Processed-Time	Timeout	Execution-Error	Reported-Error	Unexpected	Not-Processed
ore2014/chebi.owl	true	38058	8362	true	8362	false	false	false	false	false
ore2014/ma.owl	true	2141	1149	true	1149	false	false	false	false	false
ore2014/doid.owl	true	4062	1195	true	1195	false	false	false	false	false
