,Processed,Execution-Time,Reported-Processing-Time,Correctly-Processed,Correctly-Processed-Time,Timeout,Execution-Error,Reported-Error,Unexpected,Not-Processed
ore2014/chebi.owl,true,301429,0,false,0,true,false,false,false,false
ore2014/ma.owl,true,3800,3008,true,3008,false,false,false,false,false
ore2014/doid.owl,true,7290,0,false,0,false,true,true,false,false
