	Processed	Execution-Time	Reported-Processing-Time	Correctly-Processed	Correctly-Processed-Time	Timeout	Execution-Error	Reported-Error	Unexpected	Not-Processed
ore2014/chebi.owl	true	39075	6301	true	6301	false	false	false	false	false
ore2014/ma.owl	true	1024	210	true	210	false	false	false	false	false
ore2014/doid.owl	true	3706	559	true	559	false	false	false	false	false
