,Processed,Execution-Time,Reported-Processing-Time,Correctly-Processed,Correctly-Processed-Time,Timeout,Execution-Error,Reported-Error,Unexpected,Not-Processed
ore2014/chebi.owl,true,41209,4650,true,4650,false,false,false,false,false
ore2014/ma.owl,true,1277,531,true,531,false,false,false,false,false
ore2014/doid.owl,true,3346,619,true,619,false,false,false,false,false
