	Processed	Execution-Time	Reported-Processing-Time	Correctly-Processed	Correctly-Processed-Time	Timeout	Execution-Error	Reported-Error	Unexpected	Not-Processed
ore2014/cl_w_imports.owl	true	27811	26357	true	26357	false	false	false	false	false
ore2014/hp_merged.owl	true	301440	0	false	0	true	false	false	false	false
ore2014/gfo.owl	true	1256	305	true	305	false	false	false	false	false
ore2014/biotop.owl	true	97695	97102	true	97102	false	false	false	false	false
ore2014/uberon.owl	true	301093	0	false	0	true	false	false	false	false
ore2014/bfo.owl	true	1188	563	true	563	false	false	false	false	false
ore2014/go.owl	true	146514	134188	true	134188	false	false	false	false	false
ore2014/bspo.owl	true	744	213	true	213	false	false	false	false	false
