,HermiT,Chainsaw,MORe,Pellet,FaCT++
ore2014/hp_merged.owl,false,false,false,false,false
ore2014/biotop.owl,false,false,false,false,false
ore2014/cl_w_imports.owl,false,false,false,false,false
ore2014/uberon.owl,false,false,false,false,false
ore2014/gfo.owl,false,false,false,false,false
ore2014/bfo.owl,false,false,false,false,false
ore2014/go.owl,false,false,false,false,false
ore2014/bspo.owl,false,false,false,false,false
