	Processed	Execution-Time	Reported-Processing-Time	Correctly-Processed	Correctly-Processed-Time	Timeout	Execution-Error	Reported-Error	Unexpected	Not-Processed
ore2014/chebi.owl	true	36830	6112	true	6112	false	false	false	false	false
ore2014/ma.owl	true	2096	1123	true	1123	false	false	false	false	false
ore2014/doid.owl	true	4795	1858	true	1858	false	false	false	false	false
