,Processed,Execution-Time,Reported-Processing-Time,Correctly-Processed,Correctly-Processed-Time,Timeout,Execution-Error,Reported-Error,Unexpected,Not-Processed
ore2014/chebi.owl,true,39700,6492,true,6492,false,false,false,false,false
ore2014/ma.owl,true,890,174,true,174,false,false,false,false,false
ore2014/doid.owl,true,3483,452,true,452,false,false,false,false,false
