,Processed,Execution-Time,Reported-Processing-Time,Correctly-Processed,Correctly-Processed-Time,Timeout,Execution-Error,Reported-Error,Unexpected,Not-Processed
ore2014/uberon.owl,true,301188,0,false,0,true,false,false,false,false
ore2014/gfo.owl,true,854,232,true,232,false,false,false,false,false
